,code,class,name,market_cap,reg_day,per
36,A102460,kospi,이연제약,3062,20100610,76.68
37,A128940,kospi,한미약품,37805,20100730,316.16
38,A153710,kosdaq,옵티팜,1484,20181026,-
39,A168330,kosdaq,내츄럴엔도텍,522,20131031,-
40,A318010,kosdaq,팜스빌,797,20191022,27.53
41,A018680,kosdaq,서울제약,724,20000818,-
42,A002800,kosdaq,신신제약,1183,20170228,325.00
43,A284620,kosdaq,카이노스메드,4009,20180608,-
44,A003520,kospi,영진약품,11065,19730625,-
45,A086450,kosdaq,동국제약,12471,20070529,22.69
46,A016580,kospi,환인제약,3339,19960703,14.28
47,A314130,kosdaq,지놈앤컴퍼니,7331,20201223,-
48,A011040,kosdaq,경동제약,3028,19921218,21.77
49,A067080,kosdaq,대화제약,2178,20030214,-
50,A054670,kosdaq,대한뉴팜,1572,20020226,-
51,A307750,kosdaq,국전약품,2513,20181219,-
52,A239610,kosdaq,에이치엘사이언스,2201,20161028,11.75
53,A007575,kospi,일양약품우,138,19740828,55.75
54,A019175,kospi,신풍제약우,1830,19900120,914.29
55,A078140,kosdaq,대봉엘에스,1153,20051223,19.81
56,A223250,kosdaq,드림씨아이에스,1105,20200522,20.26
57,A001060,kospi,JW중외제약,6322,19760614,-
58,A074430,kosdaq,아미노로직스,2130,20040604,101.04
59,A270870,kosdaq,뉴트리,2948,20181213,15.31
60,A044820,kospi,코스맥스비티아이,1537,20061113,-
61,A003220,kospi,대원제약,3354,19991215,19.01
62,A007370,kosdaq,진양제약,716,20000727,19.51
63,A091990,kosdaq,셀트리온헬스케어,193611,20170728,81.88
64,A214450,kosdaq,파마리서치프로덕트,6715,20150724,20.87
65,A065170,kosdaq,넥스트BT,1166,20021119,-
66,A200130,kosdaq,콜마비앤에이치,15894,20140723,19.75
67,A000520,kospi,삼일제약,1332,19850529,97.55
68,A170900,kospi,동아에스티,7034,20130408,25.95
69,A002210,kospi,동성제약,3067,19900119,-
70,A002390,kospi,한독,3792,19760630,14.06
71,A041910,kosdaq,에스텍파마,1297,20040206,11.83
72,A096760,kospi,JW홀딩스,3224,20070731,30.19
73,A009290,kospi,광동제약,4492,19891117,9.91
74,A008930,kospi,한미사이언스,37892,19880620,167.56
75,A330350,kosdaq,위더스제약,1657,20200703,88.92
76,A234080,kospi,JW생명과학,2961,20161027,17.56
77,A001067,kospi,JW중외제약2우B,60,19760614,-
78,A009420,kospi,한올바이오파마,11989,19891218,60.71
79,A185750,kospi,종근당,15711,20131206,17.14
80,A000105,kospi,유한양행우,707,19621101,22.11
81,A066700,kosdaq,테라젠이텍스,2764,20040527,-
82,A249420,kospi,일동제약,3701,20160831,-
83,A019170,kospi,신풍제약,44613,19900120,925.27
84,A061250,kosdaq,화일약품,1079,20020418,94.90
85,A023910,kosdaq,대한약품,2268,19941123,13.05
86,A014570,kosdaq,고려제약,1238,20001207,16.82
87,A000220,kospi,유유제약,653,19751118,99.15
88,A293480,kospi,하나제약,3993,20181002,26.82
89,A326030,kospi,SK바이오팜,79880,20200702,-
90,A018620,kosdaq,우진비앤지,780,20080520,-
91,A068270,kospi,셀트리온,409809,20180209,81.65
92,A052670,kosdaq,제일바이오,544,20020124,106.62
93,A200780,kosdaq,비씨월드제약,1467,20141215,31.43
94,A058820,kosdaq,CMG제약,5924,20010831,"2,132.50"
95,A065660,kosdaq,안트로젠,4469,20160215,-
96,A017180,kospi,명문제약,1711,20080710,-
97,A069620,kospi,대웅제약,14541,20021101,113.99
98,A234690,kosdaq,녹십자웰빙,2228,20191014,145.93
99,A068760,kosdaq,셀트리온제약,51210,20060203,249.56
100,A000100,kospi,유한양행,43243,19621101,22.81
101,A072020,kosdaq,중앙백신,1823,20031031,57.55
102,A044960,kosdaq,이글벳,995,20001116,40.57
103,A214390,kospi,경보제약,2881,20150629,30.66
104,A002720,kospi,국제약품,1384,19751227,62.98
105,A003000,kospi,부광약품,14751,19880805,-
106,A000020,kospi,동화약품,3938,19760324,13.81
107,A003090,kospi,대웅,17791,19730626,18.09
108,A114450,kosdaq,KPX생명과학,1320,20091222,-
109,A299170,kosdaq,더블유에스아이,905,20180921,-
110,A001630,kospi,종근당홀딩스,5110,19760630,6.50
111,A009300,kosdaq,삼아제약,956,20000719,789.47
112,A007570,kospi,일양약품,6088,19740828,57.27
113,A302440,kospi,SK바이오사이언스,88358,20210318,215.08
114,A063160,kospi,종근당바이오,3012,20011211,48.50
115,A012790,kosdaq,신일제약,1466,19990813,19.99
116,A271980,kospi,제일약품,5603,20170717,81.06
117,A080720,kosdaq,한국유니온제약,1008,20180726,-
118,A000640,kospi,동아쏘시오홀딩스,6278,19700210,3.86
119,A194700,kosdaq,노바렉스,3728,20181114,14.82
120,A000227,kospi,유유제약2우B,35,19751118,260.37
121,A000230,kospi,일동홀딩스,1685,19750628,-
122,A000250,kosdaq,삼천당제약,11589,20001004,-
123,A237690,kosdaq,에스티팜,14887,20160623,-
124,A298060,kosdaq,에스씨엠생명과학,3883,20200617,-
125,A067630,kosdaq,에이치엘비생명과학,10124,20081125,-
126,A220100,kosdaq,퓨쳐켐,2177,20161201,-
127,A321550,kosdaq,티움바이오,4448,20191122,-
128,A036480,kosdaq,대성미생물,733,20000404,48.25
129,A006620,kosdaq,동구바이오제약,2599,20180213,28.44
130,A033270,kospi,유나이티드제약,7676,20071023,28.83
131,A334970,kosdaq,프레스티지바이오로직스,5709,20210311,-
132,A053030,kosdaq,바이넥스,7400,20010807,115.35
133,A005250,kospi,녹십자홀딩스,15308,19780828,9.43
134,A001360,kospi,삼성제약,3737,19750704,-
135,A950210,kospi,프레스티지바이오파마,15505,20210205,-
136,A323990,kosdaq,박셀바이오,15362,20200922,-
137,A032300,kosdaq,한국파마,4057,20200810,115.17
138,A005257,kospi,녹십자홀딩스2우,690,19780828,23.65
139,A006280,kospi,녹십자,37864,19890801,46.72
140,A047920,kosdaq,에이치엘비제약,3678,20151221,-
141,A950220,kosdaq,네오이뮨텍(Reg.S),9987,20210316,-
142,A086890,kosdaq,이수앱지스,3825,20090203,-
